,character,lines,words,degree,weighted_degree,eigenvector,betweenness,line_rank,word_rank,degree_rank,WD_rank,BC_rank,EC_rank,count_rank,metrics_rank
0,1_creditor,64,1189,9,128,0.25539388463196677,19.332936507936516,6,6,5,6,7,5,6,5
1,2_creditor,28,388,5,56,0.17293555379566436,0.25,9,9,9,9,19,9,9,11
2,2_servant,1,13,1,2,0.03666297499791333,0.0,24,31,13,24,20,32,27,22
3,3_creditor,17,241,4,34,0.14509405480091203,0.0,12,14,10,12,20,15,13,14
4,Arthur,1,5,1,2,0.048916845058900926,0.0,24,34,13,24,20,30,29,21
5,Audrey,24,262,4,48,0.08996807365242397,1.0833333333333333,11,13,10,11,15,21,12,14
6,Dampit,59,1152,8,118,0.19561750657214153,24.107539682539674,7,7,6,7,6,8,7,6
7,George,9,77,2,18,0.05081516835237274,0.6666666666666666,16,21,12,16,18,27,18,18
8,Gulf,7,92,5,14,0.1519997330886903,0.7428571428571429,18,20,9,18,17,14,19,14
9,Hoard,158,2851,26,315,0.41722924224498686,362.95119047619045,2,3,1,2,1,1,2,1
10,Kix,2,24,1,4,0.04891684505890094,0.0,23,28,13,23,20,29,25,21
11,Lady,3,17,2,6,0.08002254069817838,0.0,22,29,12,22,20,22,25,19
12,Lamprey,35,341,9,70,0.23204218797457393,17.430952380952377,8,11,5,8,8,6,9,6
13,Lancelot,26,486,6,52,0.16408837461407666,10.821031746031752,10,8,8,10,9,11,9,9
14,Limber,5,31,1,10,0.048916845058900905,0.0,20,27,13,20,20,31,23,21
15,Lucre,145,3136,14,290,0.3127116080034851,94.0547619047619,3,2,3,3,3,3,2,3
16,Moneylove,14,284,2,28,0.06727895477344246,2.0500000000000007,14,12,12,14,14,26,13,16
17,Niece,6,167,4,12,0.12070911160103966,10.55238095238095,19,16,10,19,10,16,17,13
18,Onesiphorus,11,106,2,22,0.08002254069817837,0.0,15,19,12,15,20,23,17,17
19,Sam,16,380,6,32,0.15661699181524422,6.358333333333333,13,10,8,13,11,12,11,11
20,Spichcock,5,43,3,10,0.11278494042470955,0.0,20,24,11,20,20,17,22,17
21,Witgood,177,3757,18,349,0.39200033332232886,110.9654761904762,1,1,2,1,2,2,1,1
22,barber,2,5,1,4,0.04891684505890095,0.0,23,34,13,23,20,28,28,21
23,bartender_William,1,8,1,2,0.01987563392897682,0.0,24,33,13,24,20,33,28,22
24,boy,8,51,6,16,0.1522700666197644,5.486111111111111,17,22,8,17,13,13,19,12
25,courtesan,76,1650,10,152,0.2653115875615409,24.865873015873014,4,4,4,4,5,4,4,4
26,drawer,11,122,6,22,0.16952638039800977,35.666666666666664,15,18,8,15,4,10,16,9
27,falconer,2,15,1,4,0.048916845058900926,0.0,23,30,13,23,20,30,26,21
28,host,75,1238,7,150,0.23082513640196547,5.8138888888888856,5,5,7,5,12,7,5,7
29,huntsman,2,15,1,4,0.048916845058900926,0.0,23,30,13,23,20,30,26,21
30,perfumer,3,12,1,6,0.04891684505890094,0.0,22,32,13,22,20,29,27,21
31,scrivener,1,164,2,2,0.09487579909814488,0.0,24,17,12,24,20,20,20,19
32,servant,4,48,2,8,0.07612196542679621,0.0,21,23,12,21,20,24,22,19
33,song,1,38,2,2,0.06889356717496307,0.0,24,26,12,24,20,25,25,20
34,tailor,3,12,1,6,0.048916845058900926,0.0,22,32,13,22,20,30,27,21
35,vintner,4,41,3,8,0.10047439598283205,0.8,21,25,11,21,16,19,23,16
36,wife,8,215,3,16,0.10098403875169881,0.0,17,15,11,17,20,18,16,16
